acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_median,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_median,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_median,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_median,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_median,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_median,unique_id,player_id,mode,gender,hold racket handed,play years,level
2997.4546024962688,2376.711718627625,-825.1851851851852,8856.481481481482,2603.462962962963,-1200.3350529100528,2093.770154007525,-6122.111111111111,2547.6666666666665,-1043.7592592592594,-865.9530423280422,1764.8203423179646,-5467.074074074074,4247.777777777777,-934.7962962962964,-906.9710894044229,2899.938822309359,-7728.666666666667,6681.0,-959.9074074074074,1354.802665852666,1862.1920510117163,-1488.851851851852,7347.518518518518,965.1296296296296,202.9109483109483,4310.539317652925,-10691.444444444443,5048.037037037037,2072.925925925926,1608,36,9,2,1,1,5
3227.9626176664324,2357.09937075141,-1023.3333333333334,9981.444444444443,3027.3703703703704,-1455.8926765262106,2193.2605412574912,-7044.074074074074,1899.2222222222224,-1051.9074074074074,-505.0636833046472,1667.082857693008,-4385.592592592592,3403.1111111111113,-564.1851851851852,-879.7974490554813,2887.745499850102,-5650.62962962963,6885.333333333333,-1071.0925925925926,1351.6135441235845,1525.9176988549132,-1662.4444444444443,5571.037037037037,1310.5185185185185,-37.94456131403922,4849.241239924839,-11314.037037037036,6789.185185185185,663.5555555555555,1274,32,10,1,1,1,3
-3033.074492365172,2297.3267740395945,-9276.666666666666,-247.74074074074073,-2172.740740740741,-593.7158828784925,2487.021877846,-6580.444444444444,3596.4444444444443,-286.037037037037,-803.7220597790773,2007.1624677270845,-4534.666666666667,5260.62962962963,-896.5925925925926,-5693.719627192983,18594.76630938503,-30044.074074074073,32104.444444444445,-10877.666666666666,-1491.3942698180635,20772.061767026473,-32768.0,30479.59259259259,1150.4444444444443,-2430.055255035738,19327.86262402087,-30646.777777777777,32767.0,-6928.111111111111,1896,8,10,1,2,1,5
-3528.8688196954254,3402.5411387505537,-14198.888888888889,1205.2592592592594,-2613.240740740741,-2232.0864146047634,4151.630835726193,-14217.25925925926,3440.6296296296296,-816.425925925926,28.41173817687579,2893.764785227617,-9704.481481481482,5748.925925925926,60.851851851851855,10828.060346585116,20290.41419757797,-31546.925925925927,31784.14814814815,15524.851851851852,5004.181073734285,14188.026984960865,-18979.85185185185,31652.85185185185,1643.574074074074,-1551.6081734778988,19299.486797110403,-31269.185185185182,31572.037037037036,-4676.481481481482,1937,9,4,1,1,0,4
3611.1997474994823,2791.039759659774,-89.5925925925926,10177.592592592591,3152.462962962963,-2438.827896953668,3277.567579226633,-9809.037037037036,2658.5555555555557,-1602.1851851851852,59.70545052840086,2827.955788362743,-4152.222222222223,8715.925925925925,-86.18518518518519,-8244.453423449897,25717.909568779545,-32768.0,32767.0,-18828.75925925926,12298.667336010709,16881.559313442987,-29304.37037037037,32767.0,11925.814814814816,-3591.0512184238314,21389.52304060525,-32768.0,32407.185185185182,1464.7407407407406,250,12,10,1,1,0,5
-2542.320189954793,1810.5615954838297,-7059.407407407408,903.5185185185184,-2312.1481481481483,-1487.74623615777,2049.90019908777,-6488.7037037037035,1861.037037037037,-1004.7037037037036,84.65020944796981,1734.2479373709114,-5613.925925925926,2955.8518518518517,435.5,7438.638957322385,22817.143175528265,-32768.0,32767.0,12287.5,7423.384712371946,12719.885114715184,-19503.85185185185,32145.296296296296,7240.648148148148,-1624.3858280452905,20963.989454243147,-31697.962962962964,32767.0,-8027.740740740741,871,24,9,2,1,2,2
-2955.5318532319,2251.5076482993277,-9902.74074074074,82.81481481481481,-2469.240740740741,-1121.6917691639785,2729.6333360346534,-9017.148148148148,2326.6296296296296,-185.85185185185185,148.6576331027503,2083.6253463135313,-7269.222222222223,3460.6666666666665,269.48148148148147,8249.742402548489,19299.522438668035,-32768.0,31701.0,13679.148148148148,4097.066259552519,13230.415055733863,-20959.51851851852,32767.0,2294.6481481481483,-1964.50923482091,19404.730849353713,-32693.37037037037,32767.0,-4295.537037037037,1944,9,10,1,1,0,4
-3358.634764118891,2718.36190899233,-10341.037037037036,18.814814814814813,-2462.0,-1771.2959374546674,2664.018073169104,-8536.814814814816,1672.1851851851852,-886.2592592592592,486.2588736953817,2101.070133314815,-5855.7037037037035,4403.037037037037,590.3333333333334,8189.93334325874,21021.11281088903,-32768.0,32581.85185185185,12360.703703703704,13730.89069836689,12000.97124547927,-11331.481481481482,32767.0,13982.111111111111,-2149.685257717004,24375.53496619454,-32687.222222222223,32767.0,-9424.407407407409,698,21,10,1,1,2,2
-3323.045270512946,2515.013402876906,-10500.666666666666,288.9259259259259,-2772.703703703704,-2081.1770877548133,2771.296334040786,-9906.925925925923,2512.8888888888887,-1759.6666666666667,178.19765784003218,1761.768994195981,-3787.074074074074,3873.6666666666665,-100.70370370370372,8856.370381254013,23533.56963781525,-32416.37037037037,32767.0,13298.277777777776,9443.539823249635,14360.459418873814,-21800.25925925926,32376.85185185185,8967.277777777777,-894.0941054189658,24426.13425586583,-32768.0,32767.0,-1597.425925925926,1963,9,10,1,1,0,4
-2367.1375623201025,2442.698458608918,-9281.25925925926,929.1481481481482,-1741.8148148148148,-680.9342250929551,1911.4473398890395,-4777.666666666667,2129.6666666666665,-417.2962962962963,1377.0542767050704,1506.1084336729082,-3616.296296296296,4924.814814814815,1505.148148148148,7794.527359765456,18182.393956854856,-32768.0,32239.333333333332,9372.166666666666,5622.209628408041,17205.98345031952,-26337.703703703704,32767.0,3522.1296296296296,-7470.607221115158,25161.82319758399,-32768.0,32767.0,-19184.88888888889,1123,30,10,2,1,2,2
-5006.290451758706,6000.156201231741,-22005.037037037036,3463.5555555555557,-2974.8333333333335,-4298.428056070914,7796.121068766582,-28967.037037037036,2052.3333333333335,-1162.9444444444443,-822.2232147628972,3980.9929989596185,-9092.925925925923,12039.074074074077,-357.22222222222223,-12411.526149629322,20446.816664363276,-31866.962962962964,31855.814814814818,-18776.12962962963,-3747.572955557082,15261.14932151149,-31849.925925925927,26980.37037037037,183.27777777777777,-7060.9339655053955,21358.157571842217,-32002.333333333332,32008.11111111111,-14289.722222222224,1881,8,4,1,2,1,5
-2521.0106117932773,2095.8823920267923,-5715.665074554203,2420.8010151268036,2597.0692380874375,-708.8395867614104,4507.556231937458,-6429.256827159595,2177.030549862025,-1753.7197662589638,-768.7801637225056,1305.4733547847206,-6100.276539008296,7619.420485454174,261.76287722281523,-3473.5218968986987,17156.267647350745,-32325.61762828256,30197.115926513157,7897.118283505613,9195.20829203194,10869.356241873476,-1792.9826747814905,32048.41981728722,-1609.0202184781492,-3101.4337517765925,20549.8112071081,-32004.56006228896,32557.27518904852,-12156.359061596444,12384947,26,10,2,1,2,2
-3326.9387231367173,2485.057111971686,-9509.592592592591,253.77777777777777,-2487.1296296296296,-1613.2100365797896,2541.899669339822,-7890.777777777777,3303.3703703703704,-1334.4444444444443,-905.0377400548696,2509.6993141519583,-4914.888888888889,6883.0,-1382.7222222222222,-4963.380372656608,23979.36252771972,-32768.0,32767.0,-8266.314814814816,-5198.197793781436,20691.225392357792,-32768.0,31247.777777777777,-4516.092592592592,-3881.754366712391,23534.14314521239,-32714.962962962964,32767.0,-8782.351851851852,1918,8,10,1,2,1,5
3026.216787118858,2376.522752835503,-1223.7407407407406,8138.296296296296,3064.814814814815,-1653.5177137154542,2406.974892974717,-7746.37037037037,1663.888888888889,-877.8518518518518,-594.1496423991715,1731.4160197641404,-3855.6666666666665,4319.7037037037035,-540.0555555555555,-449.6542109979022,3669.0553432722377,-4918.0,10266.62962962963,-1390.3333333333333,1161.322624087219,1946.7743601043935,-2574.0,5944.111111111111,986.4074074074074,-114.77164517842483,3806.4947510706834,-9019.851851851852,6499.148148148148,700.4444444444445,141,42,10,1,1,1,5
3048.712434069437,2332.3336775643807,-392.0,8004.185185185185,2736.037037037037,-1620.664094650206,2159.8443590976467,-6609.222222222223,1452.2962962962963,-1173.3333333333333,-604.2346041268185,1851.4797221510537,-3585.5925925925926,4056.037037037037,-706.8703703703703,-280.0380441082711,3623.482781818565,-5596.333333333333,7723.222222222223,-422.85185185185185,1512.3028748623428,1897.710326978839,-1374.4074074074074,6081.62962962963,1094.0555555555557,239.1191024749319,3765.650393756391,-7054.7037037037035,5017.333333333333,1235.074074074074,1585,39,10,1,1,1,5
-3536.513665038665,3029.4652262036566,-12378.074074074077,-117.5925925925926,-2614.6296296296296,-1169.4198378781712,3168.7372016456216,-10202.0,2575.6296296296296,-296.48148148148147,593.9049925383258,2267.539181065997,-5892.925925925926,5805.851851851852,305.962962962963,9844.979253154252,18707.718773417662,-32768.0,31547.85185185185,15452.277777777776,2446.690961199294,17918.840718389343,-32075.25925925926,32767.0,540.0925925925926,-2701.6247931081266,17654.791993623174,-27682.62962962963,32767.0,-7572.574074074074,1030,2,9,1,1,1,5
-3732.4338996196425,3452.47686142504,-13757.222222222224,947.6666666666666,-2763.425925925926,-1549.935870465991,3551.9783229434065,-10430.222222222224,5166.259259259259,-1048.5185185185185,525.1516011134486,2122.3136938006637,-5199.7037037037035,4713.481481481482,493.6666666666667,9451.657476466717,21999.629994332052,-32768.0,32767.0,14411.444444444443,7362.810331272179,17523.42952696877,-28324.555555555555,32767.0,7567.722222222223,-4501.167755678799,24155.886843004024,-32768.0,32767.0,-8041.185185185185,1931,9,9,1,1,0,4
-3031.5470027394895,3003.127091979223,-10855.148148148148,2587.5925925925926,-2470.074074074074,-3129.428392185623,3264.6101138396048,-12327.185185185184,128.03703703703704,-1906.6296296296296,-964.5832057061916,2361.7614616165342,-4499.259259259259,7157.333333333333,-1071.2777777777778,-2516.818586106977,18795.98264179751,-32768.0,32767.0,-5509.2037037037035,-15714.189269253724,9663.227213654622,-32726.40740740741,4321.481481481482,-15513.833333333334,-6667.417211328977,24802.504722983755,-32768.0,32767.0,-17897.314814814814,1788,7,9,1,2,1,5
-2585.705868480144,1645.774731770497,421.77777777777777,22289.88888888889,-3108.6118864977107,-4204.797387221917,2265.2991640548507,-7536.093635926552,1538.927105338396,-2282.236714574262,959.9088612579396,2334.1484062470377,-4040.039019004379,6376.343676550621,1658.6607855437164,5231.2425857435355,19147.094070668212,-30631.445864208177,31005.119876848243,625.1099681547514,3739.3775667027608,13672.596001549133,-27287.98789814509,28013.53685011833,2291.4593228730027,-2289.2745570527804,21517.67243743495,-30862.438423703272,32767.0,1298.24021891314,4851981,28,2,2,2,2,2
5002.948765756263,1316.572973299258,-6237.789727500784,1257.8037715730495,-3824.9611350454393,-1036.8385035306787,1290.7310328776482,-2442.074074074074,2635.212838226652,-2362.1798158438346,1341.751823875451,1159.2356732404596,-6293.834461697828,3064.5507538766115,-1312.462962962963,-1858.3913354162369,17243.81137913091,-6513.478340965007,31346.145428582644,8450.893884050955,13184.274414197787,12984.821370891395,-22694.0904288732,32767.0,11944.79636650617,-8885.804073140855,17528.33806875896,-32768.0,31359.28410848747,-10322.151369457464,2446783,24,6,2,1,2,2
-2421.986434628546,2758.880186505159,421.77777777777777,8747.949080913126,-2805.4266610972686,129.46109030378693,1536.1934713134394,-2442.074074074074,2651.7067053611017,-1602.481609755631,217.1291221254544,1972.624949354884,-2443.7998362421563,7513.56870703071,1332.9793038892662,10352.86603759179,21657.810133392904,-31733.187843369615,30017.62577746156,5832.185065129595,-282.12818275966833,11182.075704061184,-22290.1045505049,32767.0,8442.73685276441,-12809.573454582292,21396.415005547373,-31767.265286011585,32390.176257486273,-8471.949676609742,2890123,28,9,2,1,2,2
-3045.477051960386,2354.6365464870696,-9565.851851851852,224.7037037037037,-2501.314814814815,-388.8235551485552,2315.6335325816103,-5622.37037037037,3690.740740740741,6.148148148148148,612.7325871659204,1984.5243149720568,-6041.962962962963,4021.296296296296,920.7962962962964,6456.7394112060765,17619.79030860492,-32768.0,32625.14814814815,8322.055555555555,3546.323680640347,17171.489604830847,-26088.185185185182,32767.0,162.77777777777777,-6180.608658933658,21290.48118034309,-32543.222222222223,32767.0,-12085.24074074074,1018,28,10,2,1,2,2
6153.510794233427,1580.3856995299502,-5896.740380682184,2259.2676286501255,-2733.680849368767,129.46109030378693,2251.684624103553,-3527.3071195412244,4020.358291828046,-1904.5484671481363,439.49023885033785,1413.492717069127,-7577.798959348984,6519.305315680467,670.3276486428738,-1199.0679426962924,21340.18990044046,-31061.465248682744,31742.848263056716,-684.7960587624749,10407.836012040496,11481.062894924607,-23456.006595041,32723.435992855157,2859.8125162363694,-8014.726397317849,19333.8394901976,-32689.776941936965,31389.91237324378,-13984.767999038122,868504,36,10,2,1,1,5
-2520.9121701942613,1324.50213196017,-8387.99731580818,17234.302273346373,-2612.847929131117,-262.3559181416199,1574.116048436391,-4075.764090039447,2961.735917471525,-2192.9176261616076,1481.203447431768,1568.8937450575102,-4895.894043187173,3879.91342498624,2045.353475769934,3860.514424915456,20819.870437193837,-5439.401647398581,2371.4814814814813,-10034.1869506041,7169.824263328712,23133.48035006482,-21533.05829490135,32767.0,3579.2679923885753,-12809.573454582292,23836.7434156678,-15529.009281710283,32390.161617158763,-16081.831201603218,8448218,24,9,2,2,2,2
-3293.1057222017143,1834.2511715150972,-78.47174494562478,2683.7521050356013,-2942.715094502137,-196.07884769374027,2240.2310061806324,-8058.279598585232,3659.14778603584,-1666.495152296746,378.58657044569816,2134.461487169654,-3238.3346395787744,4846.975815610862,226.90359659762288,4177.977974775839,20290.22006351734,-30407.613219931947,31841.7894335338,12085.737467823126,7617.9439963184,7253.26865154719,-29982.038953359184,20009.434362812495,11771.611155181268,-4412.6046519455285,17137.479026839574,-32768.0,31972.391887934755,19202.770732621622,4945576,27,4,2,1,2,5
3569.0934416165423,4174.838927998512,-3170.962962962963,16404.777777777777,2303.9444444444443,-3265.458290065767,5007.665603549133,-19076.74074074074,1826.1851851851852,-1263.8703703703704,-228.6069051770868,3137.6161872433695,-7228.296296296296,10913.814814814816,-396.1111111111111,-11363.23505228028,19488.018811529615,-32183.962962962964,31727.88888888889,-14539.407407407409,6775.194135856894,17779.359594725647,-28640.59259259259,32767.0,6938.462962962963,1585.9401046258745,19192.374360342063,-32198.37037037037,31497.14814814815,2844.6666666666665,86,10,8,1,1,0,5
-3768.3906610432946,3458.6651559883085,-14072.0,847.3703703703703,-2734.185185185185,-2747.316042452503,3523.8698639358804,-12024.074074074077,1530.074074074074,-1858.388888888889,234.34822834061004,2651.6040628360893,-7749.888888888889,5678.2962962962965,373.037037037037,8693.190843208888,20231.797172178867,-31415.88888888889,31569.814814814818,13571.314814814816,10127.511118041324,13536.002111781958,-17166.296296296296,31400.185185185182,9299.87037037037,-5135.382235884642,23459.01891570903,-31870.37037037037,32107.88888888889,-11652.203703703704,433,17,9,1,1,2,2
3915.140750223264,2591.0418197678573,421.77777777777777,3299.6274083647177,-1545.3479067975968,-2111.601842752779,1465.6220876087468,-4669.695485492928,4313.2720053514,-758.2833598422853,1526.4310951058628,1333.012534738417,-8812.348087333778,7590.346885775929,-1312.462962962963,4438.473474087255,16730.606477829642,-32768.0,32200.419768186133,22545.34867946007,7437.591813116705,4884.208107526982,-15691.58996292371,31535.81251594276,13255.835536326984,-5206.421484802778,18485.5262636207,-32693.445265961633,12985.67289515764,-12710.244280174697,5681991,25,10,2,1,2,2
-3543.6245592563446,2913.9559141570853,-12820.0,306.3703703703704,-2613.8888888888887,-2404.593019980379,3294.6896807726075,-12137.074074074077,1318.2222222222222,-1443.4814814814815,114.15993530903052,2316.312515964924,-7465.407407407408,5292.259259259259,192.46296296296296,10093.818003224837,19992.052989895357,-31980.777777777777,31848.666666666668,17273.88888888889,10527.675598100068,12888.306889138372,-14075.592592592591,31910.074074074073,9517.037037037036,-3486.9363920700143,23470.898413756684,-32093.85185185185,31803.555555555555,-10372.481481481482,438,17,10,1,1,2,2
-2163.807800153574,2993.4611381523205,-7036.387287392544,1750.3165690223734,-8441.12962962963,129.46109030378693,1835.9623573295355,-4641.12440598861,3030.543068234259,-1933.7720931310664,242.1549611323105,891.5144315923579,-4117.407882375797,3288.4867976849227,179.25171279720922,3331.448124111897,15495.909987111554,-3492.962962962963,32767.0,-4029.385112044374,8523.396698042034,11383.402968561462,-22432.125959521265,31385.663903211,765.4259754472432,-9371.77943690653,2691.614550015843,-31141.180648436293,31530.53836727133,-9292.34572780494,8804012,29,10,2,1,2,2
3498.018804069632,2671.9717872091405,-400.51851851851853,10611.814814814816,2674.703703703704,-1301.1283076337331,2772.7219777925548,-9223.666666666666,2636.222222222222,-579.074074074074,-821.8081378542068,2265.0808256485648,-6112.888888888889,4924.148148148148,-400.8333333333333,-971.9439579499544,2440.38013341105,-3670.740740740741,6511.222222222223,-1611.4814814814815,1003.3022576164592,2914.0711391503683,-2417.777777777778,10324.407407407409,-130.66666666666666,-99.9637878884024,3773.060336672643,-8907.444444444445,4651.925925925926,982.8703703703704,598,37,9,1,1,2,5
6308.229881186103,1459.7710390238844,-4390.118175942929,1373.8655757846363,-2736.3501806677627,129.46109030378693,2004.6388737898385,-6605.804023626906,4442.078261222614,-2473.2375807348108,-280.3738200828358,2556.6475333193844,-5377.931382953222,8706.423944821792,391.56397933666256,2468.176158651559,1596.7190362151923,-31236.09535974097,30998.56624785924,1161.2819865032316,13980.89164635418,1380.7465546116644,-32768.0,31508.37457392803,8851.33747235558,3739.211745366546,22693.030246708026,-11760.749626639272,32767.0,-16985.012388261497,3343602,25,9,2,1,2,2
3067.6994918012915,2156.5596568889414,-520.2592592592592,7871.0,3014.759259259259,-1835.2853488130488,2517.9329650442733,-7446.481481481482,1534.4074074074074,-923.4074074074074,-580.0692431561997,1801.5771626684975,-3697.962962962963,4519.407407407408,-552.1111111111111,-289.74866240714766,3864.7277016755856,-4774.074074074074,11181.925925925923,-1541.6296296296296,1160.7397927380396,1861.8515254409217,-2392.962962962963,5667.185185185185,976.7407407407408,-79.8796815749831,4148.881702326819,-9605.74074074074,6944.851851851852,886.1481481481482,127,42,9,1,1,1,5
-3067.5772508486593,2464.8113320780435,-9335.555555555557,1109.7407407407406,-2832.277777777778,-1948.438612757764,3088.4485124328417,-9888.851851851852,1891.6666666666667,-826.4814814814815,71.78291533667728,1970.1260723602695,-6354.481481481482,2875.3703703703704,328.98148148148147,9074.48037189036,19476.243960993805,-32768.0,32365.703703703704,14137.185185185184,5920.167467193595,9632.419237837632,-12879.555555555557,28987.11111111111,5006.666666666667,-3456.274489537417,21000.62779079261,-32349.037037037036,32767.0,-7615.962962962963,768,23,9,1,1,1,2
-3421.877056219121,2620.2268673133103,-9354.296296296296,120.66666666666669,-2881.425925925926,-2258.6714621878727,3296.540951979145,-10438.148148148148,1986.8148148148148,-1458.537037037037,-93.09986394102624,2433.535492555415,-6851.666666666667,4219.666666666667,182.72222222222223,8998.44569908662,23082.32483925753,-32768.0,32767.0,14693.685185185184,10671.597165066303,12706.259412161566,-16644.185185185186,32767.0,8427.222222222223,-2916.5614774666265,24953.937565196786,-32655.296296296296,32767.0,-11646.518518518518,1658,6,9,1,1,0,5
3334.4764644260904,2917.5159148871057,-497.55555555555554,10158.185185185184,2493.203703703704,-1014.5368768721972,2392.017498117067,-5799.481481481482,3875.037037037037,-1330.7592592592594,-1116.6357245511058,1831.075560225019,-4265.518518518518,4080.3333333333335,-1294.2962962962963,-6602.022596228768,19187.125592205284,-32768.0,30083.59259259259,-6821.833333333333,9394.516795664294,15608.677034642653,-17245.25925925926,32767.0,6753.925925925926,5661.54915329074,25638.99272373884,-32768.0,32767.0,14031.296296296296,1470,35,10,1,1,1,3
-2299.783980477558,2140.486893795106,-7906.777777777777,935.5555555555557,-1853.3333333333333,-428.3003675902758,1578.568967316097,-3694.962962962963,2015.2962962962963,-161.55555555555554,1299.929861304173,1324.8465120031046,-2537.259259259259,4376.962962962963,1449.3148148148148,6912.511234670867,16412.816538666146,-32768.0,31087.444444444445,8381.574074074075,5283.045312451734,16390.634154181174,-23758.814814814818,32767.0,1856.6666666666667,-6372.618237420073,23968.55607430983,-32647.074074074073,32767.0,-15586.5,1120,30,10,2,1,2,2
-3267.452850603412,2635.0673033006265,-10122.555555555557,-123.66666666666669,-2343.777777777778,-1135.958047810607,2764.221735313082,-8177.592592592592,3559.4074074074074,-803.925925925926,-962.7112683220048,2371.511109306266,-5141.37037037037,5971.925925925926,-1179.7037037037037,-6401.76127063393,21219.18516269534,-32540.74074074074,32767.0,-9686.722222222224,-2512.4211032505664,19318.008442365153,-32768.0,30489.74074074074,1037.2222222222222,-3716.1122069635176,20800.899303653627,-32209.296296296296,32767.0,-8734.111111111111,1902,8,10,1,2,1,5
-1821.20363390277,1459.6269038545906,-6555.931684803321,8084.621293615006,-2120.266637374722,61.153497155629566,1769.8731294872953,-3521.260714330506,4341.3730537315205,-1631.8421412672733,163.96849108874795,1188.9183919560887,-6593.623306464021,4012.281907776963,1395.578266939248,6326.389179275585,1596.7190362151923,-32249.74339970094,30884.87826492766,17742.4956462974,7863.898332732824,1380.7465546116644,-21081.324124033832,30914.409442645705,-636.8951839827032,-1040.2403626990942,23407.068526732895,-30494.68543852317,32034.283620413215,-10830.423259021596,10830298,24,9,2,1,2,5
